Total Amt,Fee Surcharge Type 1,Fee Type Charges 1,Fee Surcharge Type 2,Fee Type Charges 2,Fee Surcharge Type 3,Fee Type Charges 3,Fee Surcharge Type 4,Fee Type Charges 4,Fee Surcharge Type 5,Fee Type Charges 5,Merchant Name,Merchant Number,Invoice Date,Invoice Number,Warehouse Name,Order Number,Order Date,Drop Ship Name,Shipment ID,No. of Pkgs,Received Date,Tracking Number,Pkg Reference,Dim Weight,Weight,Height,Width,Length,No. of Pieces,"Contents (SKU-Qty,SKU-Qty)",Company,Address 1,Address 2,City,State,Postal Code,Country,Ship From Zip,Zone,Carrier,Class of Service,Transmitted Shipping Method,Actual Shipping Method,Shipped Date,Fee Category,Ngs Postage Key,Fee Surcharge Type 6,Fee Type Charges 6,Fee Surcharge Type 7,Fee Type Charges 7,Fee Surcharge Type 8,Fee Type Charges 8,Fee Surcharge Type 9,Fee Type Charges 9,Fee Surcharge Type 10,Fee Type Charges 10
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310998140,,,2.71202E+17,1.57031E+14,,0.15,5.63,0.75,10.5,,",",,,,,,19382,US,,4,,,,,6/24/24,Postage,178328055,,,,,,,,,,
4.15,Base Fee,4.15,,,,,,,,,Quip,2731,,,"Hebron, KY",cfa4ce86-768f-46ed-8661-f765932018b7,10/18/24,,318865362,1,10/18/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00109,1",,,,,,11934,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178511982,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",31c740a9-2f4d-4661-a2ce-8a6d4992ef48,10/15/24,,318337066,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,19970,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/16/24,Postage,178479823,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311037080,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,42001,US,,3,,,,,6/24/24,Postage,178328004,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",f600130f-cee5-48cf-ab9a-d75fcb7ef966,9/20/24,,316842344,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,41051,US,41048,1,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328236,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",f2dc8581-1f6d-4f8e-83c2-55c6b5390ec6,10/12/24,,318199702,1,10/12/24,9.40011E+21,1.57032E+14,,0.1,6,2,9,1,"200-00001,1,900-00102,2",,,,,,97034,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178400585,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",f55f4fdf-bbdf-44bf-8d1b-482f7bbf7cee,10/8/24,,317779276,1,10/8/24,9.40011E+21,1.57032E+14,,0.28,6,2,12,1,"900-00008,1",,,,,,54245,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328727,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",7374653b-c996-44b0-902e-9af80d736415,10/8/24,,317774908,1,10/8/24,9.40551E+21,1.57032E+14,,0.12,6,2,9,1,"200-00001,1,900-00110,1",,,,,,15317,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328722,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",5cd08fe7-549f-4a65-8c04-81989410b948,10/18/24,,318812490,1,10/18/24,9.40011E+21,1.57032E+14,,0.39,6,2,9,1,"200-00001,1,900-00109,1,900-00190,1",,,,,,55122,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178509615,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",7e2a0667-4ee9-4382-8c70-231aba53c0de,10/15/24,,318307784,1,10/15/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,23703,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464763,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",d9c75d4a-e14a-406a-99b9-acdaae004497,10/12/24,,318333416,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,94608,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464609,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311047492,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,19128,US,,4,,,,,6/24/24,Postage,178327835,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",61b2b33a-d0bd-4e77-bc56-21a7c4dea33b,10/8/24,,317747080,1,10/8/24,9.40011E+21,1.57032E+14,,0.21,6,2,9,1,"200-00001,4,900-00102,3,900-00110,1",,,,,,98022,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328555,,,,,,,,,,
27.45,Base Fee,17.76,Fuel Surcharge,3.84,Residential Charge,5.85,,,,,Quip,2731,,,"Hebron, KY",57b6829e-b29f-4790-9c94-b947d2f09259,10/15/24,,318309552,1,10/15/24,1ZH934F60200092509,1.57032E+14,2,0.39,2,6,12,1,"900-00233,1,900-00285,1",,,,,,94110,US,41048,208,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/15/24,Postage,178451765,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",0add3c72-ffae-4486-823f-c92005a83c93,10/10/24,,318006836,1,10/11/24,9.40011E+21,1.57032E+14,,0.39,6,2,12,1,"900-00233,1,900-00285,1",,,,,,52627,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178356567,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",de3da7dd-2e7d-43be-851c-a589b2b91400,9/20/24,,316842444,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,91320,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328196,,,,,,,,,,
6.91,Base Fee,6.91,,,,,,,,,Quip,2731,,,"Hebron, KY",b7958c2e-5824-42c5-bbdf-57f974ae4f79,10/17/24,,318513570,1,10/17/24,9.40011E+21,1.57032E+14,,0.79,9,0.5,14.5,1,"900-00096,1",,,,,,55390,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178493965,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311047132,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,14456,US,,4,,,,,6/24/24,Postage,178327987,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",b33a2d51-4e64-45e1-aff3-ebd489340076,10/16/24,,318371240,1,10/16/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00102,1",,,,,,20010,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178480044,,,,,,,,,,
4.42,Base Fee,4.42,,,,,,,,,Quip,2731,,,"Hebron, KY",74179acf-22d8-4f74-998e-29508eb30ae8,10/16/24,,318342126,1,10/16/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,37828,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178466979,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c02d3b8b-fb92-4e74-83df-672b95979561,9/20/24,,316842510,1,9/20/24,2.71202E+17,1.57032E+14,,0.23,5.63,0.75,10.5,1,"920-00060,1",,,,,,83440,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328277,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",da25ff82-75b9-4640-98df-0436d337f18c,10/15/24,,318337074,1,10/15/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,84036,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/16/24,Postage,178479861,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",167616f8-c4fc-404d-9d5f-6d7f99c55d4f,10/15/24,,318333980,1,10/15/24,9.40551E+21,1.57032E+14,,0.14,6,2,9,1,"900-00253,1",,,,,,96377,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178466667,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",651e7ab5-3af2-4114-85c2-b411c0acda2c,9/20/24,,316842658,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,80439,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328151,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",d64f6e55-52f3-4ef1-b257-bf9e8250a5e1,10/10/24,,317973926,1,10/10/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00102,1",,,,,,20139,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178333815,,,,,,,,,,
7.09,Base Fee,7.09,,,,,,,,,Quip,2731,,,"Hebron, KY",e5356cd3-40a3-4dff-8f43-ec8765cce0a1,10/8/24,,317746492,1,10/8/24,9.40011E+21,1.57032E+14,,0.76,6,2,9,1,"200-00001,2,900-00110,2,900-00191,2",,,,,,79012,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328544,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",82592f00-090b-478e-9996-89c9ff66771d,10/14/24,,318295062,1,10/14/24,9.40551E+21,1.57032E+14,,0.16,6,2,9,1,"200-00001,3,900-00102,2,900-00110,1",,,,,,55378,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178462853,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",920dd5b4-053b-468c-87cd-bf0387694e42,10/13/24,,318260990,1,10/13/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,31324,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178369693,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",21f29bd3-be7a-4333-890c-052eccbb3f1d,10/18/24,,318862890,1,10/18/24,9.40551E+21,1.57032E+14,,0.06,6,2,9,1,"900-00102,1",,,,,,98118,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178512318,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310998288,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,96816,US,,8,,,,,6/24/24,Postage,178328079,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",ff92216c-a786-4865-920b-ff2f39f6928d,10/12/24,,318194122,1,10/12/24,9.40011E+21,1.57032E+14,,0.25,6,2,12,1,"900-00290,1",,,,,,98384,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178380465,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3ce0af03-c476-4819-878e-d62f7b36a759,9/20/24,,316842934,1,9/20/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,20121,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328266,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",1b492fdb-5638-4901-9d76-99e8217b8ee4,10/10/24,,317974890,1,10/10/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,3245,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178329152,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970948,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,18076,US,,4,,,,,6/24/24,Postage,178327981,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310996076,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11372,US,,4,,,,,6/24/24,Postage,178328022,,,,,,,,,,
10.28,Base Fee,10.28,,,,,,,,,Quip,2731,,,"Hebron, KY",cce731e0-a2eb-4be2-bd52-c459940fd9f5,10/17/24,,318806454,1,10/17/24,9.40551E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,79705,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178496999,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",94b08018-0645-413a-b931-c9fbb6977a0a,9/20/24,,316842352,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,52402,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328287,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",a258a07e-41e8-4959-a57b-7bb76b33130f,10/15/24,,318307962,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,11747,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464626,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3b235f53-40c1-4348-a33c-68684591ac55,9/20/24,,316842574,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,97229,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328282,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c8f1caee-f019-4cb3-96a6-a335f09a4ff6,9/19/24,,316833222,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,37208,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328220,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",372ab294-f97b-4916-8d22-1e6e14113f08,9/20/24,,316842732,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,11201,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328184,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",04f38fef-6f10-4f76-b14a-6f6113228316,10/14/24,,318293382,1,10/14/24,9.40551E+21,1.57032E+14,,0.26,6,2,12,1,"900-00015,1",,,,,,10996,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178459878,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970962,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,28075,US,,3,,,,,6/24/24,Postage,178327991,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",8c3e2508-03b1-4126-801b-15485df7ef9a,9/20/24,,316869938,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,68116,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328307,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",30a613bc-2391-4dad-a2da-2d1c5d899f69,10/18/24,,318855282,1,10/18/24,9.40551E+21,1.57032E+14,,0.27,6,2,12,1,"900-00008,1",,,,,,92104,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178511877,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",c2fab075-bf4a-4325-995f-5a61ea85de07,10/14/24,,318297248,1,10/14/24,9.40551E+21,1.57032E+14,,0.37,6,2,9,1,"900-00102,1,900-00190,1",,,,,,77035,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178458476,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",b7c893c1-8b34-4140-8785-d25d0a9d4bf1,10/8/24,,317746924,1,10/8/24,9.40011E+21,1.57032E+14,,0.04,6,2,9,1,"900-00123,1",,,,,,95677,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328442,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",27b456b3-1787-438e-9770-65f60e512804,10/11/24,,318038542,1,10/11/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00102,1",,,,,,1913,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/14/24,Postage,178373488,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311050732,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,17601,US,,4,,,,,6/24/24,Postage,178328102,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",a928a2a2-a846-412c-b255-0536a07d132d,9/20/24,,316842618,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,91604,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328239,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",302f4089-8364-40dc-8cdd-d3e667b231f4,10/15/24,,318337002,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,43004,US,41048,2,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/16/24,Postage,178479819,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",b3bf33f5-ccb0-4edf-b711-95e9e45646e9,10/15/24,,318338076,1,10/15/24,9.40551E+21,1.57032E+14,,0.37,6,2,9,1,"900-00110,1,900-00190,1",,,,,,95118,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178479290,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",a3be4f74-1afb-489c-b292-18c3fa8f521e,10/8/24,,317776140,1,10/8/24,9.40551E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00102,2",,,,,,28117,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328688,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",b746e307-3448-45d1-92db-9e4bedf9bd7e,10/15/24,,318335380,1,10/15/24,9.40551E+21,1.57032E+14,,0.11,6,2,9,1,"200-00001,1,900-00102,1",,,,,,2143,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178464818,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311013450,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,40502,US,,1,,,,,6/24/24,Postage,178327838,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",873bcbb7-83d8-484a-a5f4-b558a8eb6db6,10/15/24,,318307946,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,78652,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464720,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",28594a02-a890-43f7-bec4-d67cf8e48202,9/20/24,,316842390,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,98387,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328157,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",51ec12da-4638-4cce-b838-288d25daff92,10/10/24,,318003098,1,10/10/24,9.40551E+21,1.57032E+14,,0.26,6,2,12,1,"900-00015,1",,,,,,3307,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178344918,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311047510,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11209,US,,4,,,,,6/24/24,Postage,178327844,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",10eb48e7-fc2d-4f04-b293-112375de7771,9/20/24,,316843006,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,44124,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328288,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",60e96ae2-9086-49c1-bd5f-69d9b05db418,10/14/24,,318293952,1,10/14/24,9.40551E+21,1.57032E+14,,0.12,6,2,9,1,"200-00001,2,900-00102,2",,,,,,38016,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178451119,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",2cf02377-e1bf-41ff-952d-ab417d807424,10/11/24,,318011052,1,10/11/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00407,1",,,,,,98391,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178359294,,,,,,,,,,
8.2,Base Fee,8.2,,,,,,,,,Quip,2731,,,"Hebron, KY",c0925527-de85-4196-a9cf-1b2c91d226ab,10/16/24,,318372164,1,10/16/24,9.40551E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00102,1",,,,,,40515,US,41048,1,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178482285,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310999944,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,27705,US,,4,,,,,6/24/24,Postage,178327892,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",fc970caf-6e9b-4a48-94f2-1bc4028008c9,10/16/24,,318374112,1,10/16/24,9.40551E+21,1.57032E+14,,0.14,6,2,9,1,"200-00001,4",,,,,,98406,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178487984,,,,,,,,,,
4.63,Base Fee,4.63,,,,,,,,,Quip,2731,,,"Hebron, KY",4eace383-eb43-4319-89a1-88d920289a7b,10/13/24,,318231044,1,10/13/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,81224,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178369692,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",2c3c83b6-cc3f-4510-ac3f-132b4d4bd2e4,10/8/24,,317745802,1,10/8/24,9.40011E+21,1.57032E+14,,0.39,6,2,9,1,"900-00102,1,900-00190,1,900-00213,1",,,,,,95007,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328552,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",378ba04d-be58-45ce-8359-467e93e21b99,10/6/24,,317774738,1,10/8/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,966,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/8/24,Postage,178328697,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",9d4b83a7-07af-4916-af4e-af7a8021e682,10/17/24,,318810906,1,10/18/24,9.40011E+21,1.57032E+14,,0.07,6,2,9,1,"900-00180,2",,,,,,93771,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178507026,,,,,,,,,,
