Total Amt,Fee Surcharge Type 1,Fee Type Charges 1,Fee Surcharge Type 2,Fee Type Charges 2,Fee Surcharge Type 3,Fee Type Charges 3,Fee Surcharge Type 4,Fee Type Charges 4,Fee Surcharge Type 5,Fee Type Charges 5,Merchant Name,Merchant Number,Invoice Date,Invoice Number,Warehouse Name,Order Number,Order Date,Drop Ship Name,Shipment ID,No. of Pkgs,Received Date,Tracking Number,Pkg Reference,Dim Weight,Weight,Height,Width,Length,No. of Pieces,"Contents (SKU-Qty,SKU-Qty)",Company,Address 1,Address 2,City,State,Postal Code,Country,Ship From Zip,Zone,Carrier,Class of Service,Transmitted Shipping Method,Actual Shipping Method,Shipped Date,Fee Category,Ngs Postage Key,Fee Surcharge Type 6,Fee Type Charges 6,Fee Surcharge Type 7,Fee Type Charges 7,Fee Surcharge Type 8,Fee Type Charges 8,Fee Surcharge Type 9,Fee Type Charges 9,Fee Surcharge Type 10,Fee Type Charges 10
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",7b9b34e9-6b13-4a11-966c-ec45bf59534e,9/20/24,,316842954,1,9/20/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,60190,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328271,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c6689258-ba65-4852-a4ba-c1e2c792f784,9/20/24,,316842490,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,28209,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328158,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311000818,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,96707,US,,8,,,,,6/24/24,Postage,178327913,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",83636368-7068-45d9-a7e4-debe14d72be7,10/14/24,,318269502,1,10/14/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00110,2",,,,,,9174,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178388237,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",d17decf9-0821-4533-9167-5c6e711f9d2e,10/15/24,,318304440,1,10/15/24,9.40011E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,1,900-00121,1",,,,,,84401,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178461525,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",5ef6fc0e-e1f8-41ed-a65b-1b0709418d73,10/14/24,,318271452,1,10/14/24,9.40011E+21,1.57032E+14,,0.36,6,2,9,1,"900-00190,1,900-00287,1",,,,,,56438,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178457861,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",6460c382-1b58-4c46-92fc-05d42513228c,10/15/24,,318333600,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,30082,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464663,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310995994,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11215,US,,4,,,,,6/24/24,Postage,178328030,,,,,,,,,,
10.88,Base Fee,10.88,,,,,,,,,Quip,2731,,,"Hebron, KY",758de0df-8003-416b-8f28-c1515e11abb3,10/17/24,,318752554,1,10/17/24,9.40551E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,2",,,,,,85295,US,41048,7,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178496231,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",9369081e-df56-4ae8-bfe5-5d63f69c215e,10/14/24,,318294078,1,10/14/24,9.40551E+21,1.57032E+14,,0.1,6,2,9,1,"200-00001,1,900-00283,1,900-00286,1",,,,,,51501,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178462292,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",12bcde08-cacb-4be0-b8ac-4203a3ce8602,10/11/24,,318193786,1,10/12/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00142,1",,,,,,92626,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/14/24,Postage,178404556,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311075216,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,12803,US,,5,,,,,6/24/24,Postage,178327988,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310996032,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,16150,US,,3,,,,,6/24/24,Postage,178328017,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",34c984d4-5efe-4283-80c1-8a01c3b06f14,10/15/24,,318307728,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,94122,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464653,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",7aa8aada-6e4e-4166-9b61-c15416356c29,10/13/24,,318263300,1,10/14/24,9.40551E+21,1.57032E+14,,0.31,6,2,12,1,"900-00138,1",,,,,,61821,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178452867,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310998442,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,60450,US,,3,,,,,6/24/24,Postage,178328082,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e4cc6659-c2ce-460b-94d4-92c9567a4a7a,9/20/24,,316842706,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,18020,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328233,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311048832,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,20016,US,,4,,,,,6/24/24,Postage,178327983,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",16143089-0c70-4d1e-bd97-2ad82cf1ebc8,10/16/24,,318341220,1,10/16/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,1031,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178479814,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",9b04a080-70b9-4816-87b9-f88baf4df0b5,10/14/24,,318293912,1,10/14/24,9.40551E+21,1.57032E+14,,0.28,6,2,12,1,"900-00005,1",,,,,,98117,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178451070,,,,,,,,,,
5.13,Base Fee,5.13,,,,,,,,,Quip,2731,,,"Hebron, KY",26efdaf7-88b7-489f-831d-924e2850de46,10/17/24,,318534016,2,10/17/24,9.40011E+21,1.57032E+14,,0.71,6,2,12,2,"900-00109,1,900-00190,1,900-00338,1,900-00339,1",,,,,,96377,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178494407,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",ad9f8e27-661b-4e78-9713-e97db961fb9f,10/17/24,,318536078,1,10/17/24,9.40011E+21,1.57032E+14,,0.37,6,2,9,1,"900-00190,1,900-00408,1",,,,,,92397,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178497656,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",31854f3e-1063-42f8-8589-18cef9e1104d,10/8/24,,317745396,1,10/8/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00180,1,900-00190,1",,,,,,78945,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328446,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",93389ede-dc55-4449-9165-aed8e0295377,10/15/24,,318307752,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,78229,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464706,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",61a86ab7-5996-4bea-8153-1114a9083b9a,10/10/24,,317975458,1,10/10/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00408,1",,,,,,783,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178342438,,,,,,,,,,
10.88,Base Fee,10.88,,,,,,,,,Quip,2731,,,"Hebron, KY",8429dc21-94d9-4574-8f18-adc1973b4c4f,10/15/24,,318337798,1,10/15/24,9.40551E+21,1.57032E+14,,0.74,6,2,12,1,"900-00102,2,900-00110,2,900-00191,2",,,,,,85306,US,41048,7,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178473064,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",114247c7-bd38-4965-bf1f-08455b96a4e1,10/9/24,,317968786,1,10/9/24,9.40551E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00102,1",,,,,,27526,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178339738,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",944e87c1-144c-495c-b1aa-3b5dbb539130,10/8/24,,317747278,1,10/8/24,9.40011E+21,1.57032E+14,,0.1,6,2,9,1,"200-00001,1,900-00121,2",,,,,,9603,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328704,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",8f9d3ce6-1977-4a55-a06e-4842e82f49b3,10/15/24,,318334964,1,10/15/24,9.40551E+21,1.57032E+14,,0.1,6,2,9,1,"200-00001,1,900-00102,2",,,,,,9710,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178465677,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310969678,,,2.71202E+17,1.57031E+14,,0.23,5.63,0.75,10.5,,",",,,,,,19103,US,,4,,,,,6/24/24,Postage,178328036,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",f97b1e97-24c5-411e-bc61-c06f604d22bd,10/11/24,,318011596,1,10/11/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00102,1,900-00180,1",,,,,,9104,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178362455,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e23dd902-f7b2-4eaa-afcb-1b8c017c90fa,9/20/24,,316842948,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,30341,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328137,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",8162c35d-84b5-48a1-8294-308a0ecae38a,10/13/24,,318261342,1,10/13/24,9.40011E+21,1.57032E+14,,0.27,6,2,12,1,"900-00008,1",,,,,,98856,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178393780,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",91381c43-bf39-4ed3-9d27-898b53e57cca,10/15/24,,318307848,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,55447,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464645,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",14ae492c-56e1-45e4-a8ed-3bbd66e33409,10/16/24,,318345340,1,10/16/24,9.40011E+21,1.57032E+14,,0.44,6,2,9,1,"200-00001,2,900-00102,2,900-00190,1",,,,,,52639,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178470233,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",838092b5-f624-4d00-874e-448e308145b8,9/20/24,,316842824,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,29626,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328211,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311038356,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,28607,US,,3,,,,,6/24/24,Postage,178327935,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311046206,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,15672,US,,3,,,,,6/24/24,Postage,178327914,,,,,,,,,,
9.71,Base Fee,9.71,,,,,,,,,Quip,2731,,,"Hebron, KY",4fee4fb0-534d-4c76-99c0-f032503bf7a1,10/15/24,,318301624,1,10/15/24,9.40551E+21,1.57032E+14,,1.42,8.3,4.1,13.2,1,"900-00403,1",,,,,,9751,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178458328,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",f303abc0-499b-418c-9c72-248a3f8f9267,10/12/24,,318333404,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,716,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464622,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311071880,,,2.71202E+17,1.57031E+14,,0.23,5.63,0.75,10.5,,",",,,,,,99645,US,,8,,,,,6/24/24,Postage,178328044,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",a883d70b-41be-4307-8139-746246f47a0d,10/15/24,,318303726,1,10/15/24,9.40011E+21,1.57032E+14,,0.37,6,2,9,1,"900-00190,1,900-00287,1",,,,,,95638,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178463988,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",ec541048-11e9-4186-9232-055ebd3e9b31,10/13/24,,318262316,1,10/14/24,9.40551E+21,1.57032E+14,,0.27,6,2,12,1,"900-00007,1",,,,,,94122,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/14/24,Postage,178393853,,,,,,,,,,
21.99,Base Fee,13.07,Fuel Surcharge,3.07,Residential Charge,5.85,,,,,Quip,2731,,,"Hebron, KY",2a0ee071-e310-4427-8f60-24919235e1ee,10/17/24,,318810608,1,10/18/24,1ZH934F60200096694,1.57032E+14,3,2.23,4.1,8.3,13.2,1,"200-00001,2,900-00096,1,900-00109,1,900-00180,1,900-00403,1",,,,,,11412,US,41048,204,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/18/24,Postage,178497941,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",83b0fcd9-1df8-4db9-9245-35af8af1d2e8,10/10/24,,318036658,1,10/11/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,7701,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464660,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",67359352-28b1-4fed-a3c8-e8e3ace40733,9/20/24,,316842608,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,33486,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328219,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",47eb65c1-dd49-4428-9498-0a3b13a52a95,10/14/24,,318267100,1,10/14/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00407,1",,,,,,98166,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178406408,,,,,,,,,,
5.78,Base Fee,5.78,,,,,,,,,Quip,2731,,,"Hebron, KY",7f349899-0444-45b5-833d-1644b22bc4be,10/15/24,,318301480,1,10/15/24,9.40011E+21,1.57032E+14,,0.52,6,2,12,1,"900-00137,1,900-00139,1",,,,,,99684,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178463056,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",8e0c5da6-4b58-4fae-ac79-55810be23ced,10/13/24,,318231344,1,10/13/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00109,1",,,,,,97707,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178383387,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",5b340316-34a2-4736-97f2-1397f73ae7bb,10/14/24,,318268356,1,10/14/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00102,1",,,,,,96377,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178384316,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",20632889-c126-449d-92cf-f2480fb1080b,10/12/24,,318199588,1,10/12/24,9.40011E+21,1.57032E+14,,0.41,6,2,9,1,"200-00001,1,900-00109,1,900-00190,1,900-00284,1",,,,,,969,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178406893,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",3ebee301-11dd-4c93-a333-e23566729bde,10/16/24,,318370134,1,10/16/24,9.40551E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,1,900-00102,1",,,,,,94553,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178481054,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311040584,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,94513,US,,8,,,,,6/24/24,Postage,178328100,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311033034,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,77057,US,,5,,,,,6/24/24,Postage,178327901,,,,,,,,,,
22.84,Base Fee,13.8,Fuel Surcharge,3.19,Residential Charge,5.85,,,,,Quip,2731,,,"Hebron, KY",e163fddd-cad3-4fda-9eaa-1a64e5b7cccf,10/17/24,,318754104,1,10/17/24,1ZH934F60200096112,1.57032E+14,3,1.41,4.1,8.3,13.2,1,"900-00404,1",,,,,,75074,US,41048,205,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/17/24,Postage,178496815,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",dcc17415-8e32-4316-bb1a-91b91df13b79,10/15/24,,318334050,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,60613,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464702,,,,,,,,,,
7.29,Base Fee,7.29,,,,,,,,,Quip,2731,,,"Hebron, KY",fcbb85e2-51bd-4924-a308-26b8114b3f1a,10/18/24,,318816846,1,10/18/24,9.40011E+21,1.57032E+14,,0.89,6,2,12,1,"200-00001,4,900-00102,4,900-00190,2,900-00213,2",,,,,,97110,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178512766,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310972242,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,27231,US,,4,,,,,6/24/24,Postage,178327855,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311050212,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,14519,US,,4,,,,,6/24/24,Postage,178327999,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",aea6ea83-3409-4674-bae9-cf5b4574616b,9/20/24,,316864092,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,60050,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328247,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",4cf9005a-3267-42ff-9216-23da82ff45ff,10/14/24,,318299956,1,10/15/24,9.40551E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00102,1",,,,,,94591,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178455640,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c5a4d916-ea11-4f96-a1fc-dc1a551cecce,9/19/24,,316830630,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,74103,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328130,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",687c7e80-4d05-406a-bcc2-f38c5fc3fb5c,10/9/24,,317969082,1,10/10/24,9.40551E+21,1.57032E+14,,0.28,6,2,12,1,"900-00005,1",,,,,,37918,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178335778,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970572,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,17042,US,,4,,,,,6/24/24,Postage,178327969,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",161e7f7e-184b-4fd7-bcc7-9272789be4ae,10/8/24,,317775464,1,10/8/24,9.40551E+21,1.57032E+14,,0.4,6,2,9,1,"900-00180,1,900-00190,1",,,,,,10458,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328751,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",2a2ea765-3641-41e6-bc76-6b1dff664506,9/20/24,,316866634,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,33145,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328283,,,,,,,,,,
17.9,Base Fee,10.13,Fuel Surcharge,2.57,Residential Charge,5.2,,,,,Quip,2731,,,"Hebron, KY",,,,318855246,,,1ZH934F60300097575,1.57032E+14,3,1.41,4.1,8.3,13.2,,",",,,,,,91107,US,,8,,,,,10/18/24,Postage,178512770,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",81f6a8dd-2c17-4484-a730-51b316aadc33,9/19/24,,316833246,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,99207,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328126,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",0667fd6b-46b4-45bc-9304-2ffdbd7d2969,10/13/24,,318233548,1,10/13/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00121,1",,,,,,99645,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178382472,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310997362,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10036,US,,4,,,,,6/24/24,Postage,178327843,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",99ff9d86-d2f1-4d1d-a307-c24605525ce2,9/20/24,,316842902,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,46062,US,41048,2,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328192,,,,,,,,,,
